trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19,trial_20,trial_21,trial_22,trial_23,trial_24,trial_25,trial_26,trial_27,trial_28,trial_29
12157,24461,12559,43058,36054,95572,34736,71340,90763,1680,87797,57597,22294,53792,28117,75447,89108,84968,29161,33918,30984,4702,47032,6552,26386,87654,77251,5334,10561,96552
49798,8049,62559,41549,20096,4625,84943,80492,76177,7944,69482,32392,96157,22295,68858,67914,9914,79497,16808,54987,90408,44750,66744,91697,38157,88309,82037,8247,7895,67084
12677,21723,62405,50696,13982,16450,1905,27035,60293,13926,92217,86115,17883,40064,88494,67560,20806,13878,92680,53440,79935,81786,40242,20042,9120,50967,19423,12291,68566,46497
47053,38819,24980,91644,77954,43769,74861,85157,16597,96480,23548,20352,49669,43293,23655,28802,26401,44449,33589,30660,36652,43210,97960,99523,26132,5354,77597,28639,51611,39047
45083,36082,24720,97754,46497,12839,37082,8594,35346,77612,36702,99472,31818,1090,24915,31110,58761,75238,26713,17101,25585,98520,47737,2723,99251,46927,74291,3994,98560,75808
79132,10099,17045,69553,9049,47558,82751,73824,81668,14109,12152,6789,3393,14042,23027,36527,16415,16743,95910,23685,22667,15408,90225,43840,41989,20989,45350,19024,5388,2285
34672,68453,33863,86602,79841,75806,18113,33426,27428,22920,42226,58642,91810,53761,17704,51816,17052,87128,25659,7659,78474,2865,63796,32811,87399,57039,18852,32665,97143,32934
5696,81727,97927,70369,43986,50277,46189,70868,70008,71992,24186,84724,27268,40702,72038,87772,17199,53037,75904,70924,95909,75744,68050,41874,46288,73510,16216,32027,97495,46017
95648,13506,32502,82846,60345,66625,85563,78086,75901,60841,91410,62915,58573,42570,65122,28527,94239,1707,84656,48178,3993,22356,23458,35469,53239,375,1508,35844,40564,27312
60218,76596,6450,95951,53218,70796,57344,69832,16099,2124,55490,30297,49869,47487,96434,54422,29805,12272,15996,63391,75385,80155,6564,1069,10158,78071,62568,19725,19340,51479
70285,85720,5695,81388,24084,33140,23019,41740,53971,89574,73737,45117,75908,81144,83889,58485,3994,59298,65567,1847,74692,1395,216,22541,40690,57955,49997,62775,81516,3837
16362,85165,88306,92039,50314,12727,26209,17777,89437,56946,86058,77620,23184,26618,47337,1683,34531,37039,41735,70706,75909,51682,30304,96548,11445,45821,98484,82128,46751,9087
49616,89031,89111,84313,39549,85041,52659,63906,81847,54392,93801,29900,57565,31520,688,83664,32844,70306,64724,50491,26202,57373,61006,56377,52894,30910,79585,10557,15963,12789
10329,8001,57196,33330,46745,29748,79703,29126,91224,26329,55924,18877,31339,61340,86200,59980,88120,66525,48098,11240,1795,6680,21095,9636,35820,3411,90852,92023,25776,32702
72358,12334,93044,77747,26694,91647,36341,42754,15406,48473,78492,10406,32050,22961,88425,58421,94219,29656,49339,40428,19384,48543,27983,34156,2259,17915,37562,43046,20170,12872
38428,81625,4959,86933,15054,43891,3488,33447,81981,14684,3730,4212,82803,21509,4566,2626,13040,44758,11470,930,32670,8005,28791,71740,80044,79316,10497,83072,76382,38726
82398,59956,96811,7847,76453,28647,48018,76358,71278,63548,26459,98647,78244,28976,76463,50902,62727,67828,68857,55435,18151,48352,7338,1221,15449,173,26228,34543,71575,18236
81071,84823,93531,64577,32527,61739,12785,57301,65026,72059,562,88123,2102,40511,48380,6650,65656,89048,84744,23319,13329,6788,84072,23916,45976,21506,55470,70117,86363,54524
47401,94817,91058,48979,79991,97542,37883,80222,55957,23412,26785,12518,84785,72618,102,80917,87850,52370,12606,14143,84778,45588,36800,21217,62095,79681,55864,67943,9668,62602
75675,43421,96607,27482,93933,14438,75052,64188,67833,77257,85836,6780,63569,21241,74439,44746,77254,97716,4394,61227,47875,55388,28480,75104,79194,31432,50288,54629,95518,64738
25204,43278,85649,46052,93289,54613,38192,90836,69708,46960,94469,62678,73005,57702,88411,57495,35284,40135,3253,45373,58944,9773,88183,70521,54395,96397,53970,4387,38543,74139
92350,69323,43078,20442,92430,79254,77305,92036,88347,59025,69419,51958,30833,27442,127,67719,76938,77974,73155,93544,64069,33093,32160,56721,7423,88140,16044,33438,51672,77844
9117,87047,48433,82097,88701,46275,65137,65521,16399,64917,63162,71863,44568,39550,68975,99718,87889,90552,94539,8359,39612,96154,3872,56378,85676,57578,97091,11172,13932,46954
6007,91902,61719,2215,41177,88455,91337,49684,65458,15416,59859,42974,51553,83405,72674,5975,43646,16966,11966,51600,26510,70928,94671,17274,52181,10178,33408,96569,19752,38657
86674,57513,82649,32725,8466,37529,15263,35315,74769,68011,17532,33682,54956,17064,12927,92977,76554,7448,10641,28508,48442,88919,39722,67610,73498,51909,54659,16149,65428,12438
29872,21866,59459,65532,99120,31324,15087,90492,67711,57663,22486,30789,55979,91474,79965,61118,52420,83731,22935,15063,74152,69778,14595,99990,92202,3234,23211,40213,56471,26819
37931,16560,77330,93262,37216,72780,29591,71828,39389,85406,94802,7345,50895,94167,65301,71721,16813,78843,51077,81441,20945,9089,20503,54919,13047,33915,86579,51963,35734,39737
10459,10506,70849,81707,15177,34288,19256,2918,12212,1355,16162,50379,47780,54410,50477,75025,37415,50647,90616,46356,44993,26278,39144,97107,96966,75351,5479,85227,71586,81461
30513,41884,19738,55578,48350,46786,43250,71080,48201,56896,99890,54656,72252,61562,88816,3047,33721,79312,41325,80851,18704,65733,29200,97010,79207,65364,4267,35709,79746,28314
13239,6567,30575,38507,73414,69821,61829,19495,99376,70733,23596,18518,2487,76790,47129,39832,26869,58977,73545,42977,52307,29549,84135,42264,55849,17535,53844,20205,67374,21055
49824,77518,63367,27515,23983,74106,70121,1527,67729,5357,11427,24383,62132,78995,62441,51,60637,67246,72895,4112,71416,75186,74610,29325,41401,96739,50503,87702,19920,75450
36435,35144,59713,54329,47953,5258,86922,26127,19692,62180,16849,26104,60428,97144,48722,39254,26044,47667,51015,63907,93593,53736,88691,31159,62685,24950,20551,64025,95312,57850
59430,48242,96551,50484,69443,63432,41848,11111,884,67174,82667,70147,38664,14021,25404,45779,79935,89176,96559,35128,50830,86959,31097,38983,48669,69571,31515,82593,13207,62423
83321,95459,89622,49811,98465,40922,56412,39781,46976,84408,78566,43164,28302,52350,67333,47909,29853,90948,50894,55383,44922,59727,85997,72782,48095,70497,11929,84513,35716,71581
47820,24381,45339,18801,86778,73760,14561,8248,1182,70683,28584,83993,46502,86190,60903,48212,59557,96721,71493,52150,52589,20842,31846,46563,94243,2839,98249,82722,92787,42083
21320,88065,80774,76594,74529,51837,1347,7033,76941,13060,40251,47892,63437,10337,72076,84499,81697,33290,90957,25552,62118,97442,19468,25520,28639,90758,46690,61600,46836,34124
48521,79231,96681,59699,83562,34111,48167,90837,89251,68647,26228,86171,37662,33333,65434,77964,81257,46519,90815,17693,250,5533,80782,48603,24108,83329,93193,25113,11990,12423
46567,9222,5718,72664,76322,95711,55353,92072,53865,40239,72726,25036,10647,7349,89885,92634,12050,19230,22114,9389,47463,47950,33800,75639,594,84785,46184,36374,97229,88159
27461,72348,36435,11321,22487,68079,55028,49051,61961,69659,74672,62169,7673,91870,5775,34682,23215,70507,44227,51559,70661,28126,55599,78809,41054,55974,34080,69876,23868,98440
87842,86856,20614,73420,94377,28959,41488,91031,85727,60305,56263,29058,85986,91599,89439,2425,11506,19095,93834,64791,67947,52737,58338,92695,40706,39241,77405,24345,77554,98247
34994,14851,1218,50387,71121,79475,99,87026,70586,89857,9508,68565,66284,34165,27775,61757,64562,63180,43808,13404,9367,98348,39397,84041,1607,71739,74992,82930,15289,81788
91989,38930,29249,8108,24835,14934,76320,7631,29385,3589,71813,62929,58679,39093,23682,88441,94537,72371,60351,89935,12820,44687,92919,763,37067,15756,31768,52664,10378,81688
89594,64872,1913,67524,8627,82236,89612,57300,21270,42935,22164,46065,30136,41173,45034,20503,39095,27908,10176,40237,2098,89054,48845,39926,62002,91521,63288,28381,60731,33801
84940,95496,76027,80276,51683,27144,83765,42972,95136,55133,97560,22746,66101,35370,91431,18062,42035,31860,66901,85124,97521,70708,22348,87554,42174,50234,49207,85822,7602,92136
9359,47392,98757,3802,13198,49790,53146,9705,75096,69273,93331,63593,60693,16450,61282,7327,91081,81940,91446,64058,84209,20314,35890,8571,76289,8254,61239,35828,8043,97828
79841,93740,79146,81823,97182,63623,61590,62322,12835,11433,27965,26292,20978,10999,18708,87548,58588,61873,77696,82413,59610,38632,20360,35131,97437,38263,60044,54216,87439,3231
83228,56885,84777,71208,44199,33180,56077,25287,17939,76707,19625,79070,65059,78610,1264,89771,63724,29651,50294,53412,15245,62499,23525,37886,60079,57469,72919,63555,28487,4599
22432,5419,72876,86286,22837,79105,79252,99789,33573,76034,65965,39601,77503,54284,25042,57253,33624,69100,3187,3891,94373,15902,39068,59419,44501,50020,65923,55203,33013,24743
70011,62006,71199,82613,74957,73144,33916,55893,49293,53565,30297,12658,45387,59139,39663,36483,92313,78177,57612,48331,87719,55567,5836,21188,4560,30924,99526,33894,15955,29002
95569,54385,36928,68230,133,19557,20327,39037,32211,73497,73855,97023,65817,65114,18500,92212,64072,57286,33432,96574,29139,17565,16665,17294,79836,1010,62250,87337,33983,61827
32088,78888,46751,37810,88220,58182,48334,93996,44033,36476,59379,85521,39949,63811,76386,21087,16601,30718,69301,26717,83759,47344,6958,17404,67722,18575,49841,73805,98234,42733
21418,10964,73857,41713,93831,1992,25267,63126,4392,29480,78304,55515,41813,8989,32976,263,91145,82047,17436,94591,69614,17157,14549,11999,82935,65851,83312,8480,86456,91876
60590,46940,26090,39433,24314,22321,61170,20763,82942,95532,20126,8654,35920,63116,60438,33814,8254,86128,14611,48943,43601,16797,15744,36293,22881,59642,39044,69808,7037,66086
49736,16667,53023,22040,39433,71696,73960,34245,67879,61486,31328,51099,5780,34364,1276,92731,16808,68896,29461,20687,44989,40289,66864,98759,96934,63713,517,46307,75054,66203
35383,84537,14618,23970,52975,82203,93775,57639,6181,76864,69026,49506,12745,71915,17061,54571,5825,44062,54639,65959,89667,6187,7361,93235,37783,32173,3615,88096,55832,40274
83887,11303,47310,1316,75320,99808,29221,44767,10321,63468,90036,10154,79249,46571,3912,32334,67881,69513,72837,61029,85812,64675,22179,56548,43548,41165,87641,66480,92332,31954
90199,87138,44582,81548,86651,10850,82977,13645,84934,27931,88212,38869,41865,16357,79259,19248,30657,6214,11647,58995,17409,31612,43660,77771,13725,12655,68754,74828,16711,35385
73001,95830,14725,36637,3037,9779,74874,13476,31080,70828,98684,16546,50364,36858,38399,73973,4476,48611,71897,10039,53587,4832,73631,92746,45006,63138,13151,49915,8441,18637
28786,20199,29334,6523,67769,34833,21566,93698,89428,7021,51177,85404,52544,29436,66603,91101,37594,3447,56476,14303,13660,13859,32881,51989,7907,39835,58308,7335,61202,7023
89734,75248,79525,52592,85122,67009,29248,53376,34352,42291,69346,52403,55200,51417,21342,4793,7690,41115,6036,93102,86103,54284,55440,84770,48063,40242,28400,10439,37692,65499
42505,40308,93940,13467,95519,81595,20337,64756,69250,60934,87975,30003,52422,73289,66695,94661,4942,85746,66616,27460,36288,82426,62005,48960,15028,76848,75057,57862,96974,70488
7332,14280,7769,387,4593,71679,20808,59817,55207,40332,26390,60360,17424,55454,11794,15067,27104,47104,63089,23375,34029,23450,5810,71554,2243,65717,32817,94054,9552,61269
30022,90449,56785,81800,25898,62458,36320,85321,60958,70199,9970,78373,56351,61918,6467,98946,75415,77542,2102,16196,15833,51893,88284,10573,52157,93778,78081,56986,24707,31265
4208,70149,99709,75487,30756,57097,85592,11883,75700,87364,87925,31155,47960,77357,75918,5589,9045,51894,55908,79720,52392,38417,64574,85368,3077,50786,27639,16620,52836,16833
41348,55673,6290,93454,47918,47918,76138,88302,54823,78060,87034,40777,41560,22858,90977,35656,16265,89809,14176,3100,46892,65563,41635,74574,21909,89163,45796,16078,41578,78803
52582,58075,88588,47482,11245,99508,96082,79180,51220,58111,19170,30774,63561,83309,37886,41316,6313,15544,4261,96760,63623,66564,90537,86507,20153,68151,61803,90386,67460,11995
35094,76958,81670,81172,9931,4350,91043,9356,61628,26597,5534,25084,57191,36280,79151,27116,64279,1842,75926,52136,74818,71273,67510,53360,72236,96083,39375,47708,18654,27755
8676,4978,62121,36485,51376,79665,56986,84783,11672,72284,94915,81786,97745,7487,52082,88204,7207,75755,83876,31227,42666,33002,92574,19887,88342,99818,88382,64681,68110,81992
27654,19211,16055,59629,57762,34736,74594,30357,52835,46188,81538,61508,75735,31217,31914,20428,72495,59579,95698,85308,7360,13340,4897,21313,86582,47178,14671,27276,86442,57745
74342,331,18702,57558,85273,84449,69176,31953,15880,93670,529,63789,12824,83479,93925,75478,94058,9848,89376,27173,53207,77243,7029,64479,91326,4856,16073,3560,33857,36503
94099,13862,23520,26279,23318,79775,72046,53354,47517,38597,48703,55847,18458,95280,7471,32432,36625,32377,27103,34461,8631,62532,97877,63655,23931,85071,9128,99391,89579,61247
41246,16295,84208,43169,17795,67760,51348,44465,6764,33131,34326,30010,70317,46569,67203,87856,87201,73954,8952,74468,61067,4123,90152,82161,95644,13084,75423,51250,83266,55743
27870,16520,96359,35483,99657,88357,75547,68786,2515,63102,9188,23490,73109,54867,63304,5506,63564,54831,24370,59515,83078,29151,70174,38430,13266,35468,36515,49873,45415,33912
85910,96285,708,31762,49949,61842,56300,73931,8853,19253,53192,28467,44504,42331,83602,75289,92191,5791,49119,53715,33806,45456,41009,62576,70160,9752,76222,91463,4661,40863
65436,2236,81218,84538,71065,92824,85924,1231,58137,72086,5679,73590,60506,92394,97681,71749,78485,55016,87590,41909,52769,76212,88087,43313,55322,65983,23898,32188,68081,49276
51857,44256,85123,82256,36668,83667,93904,87646,87545,83845,16887,43530,32919,46306,70567,23524,43475,62797,55135,63689,49206,92600,18668,66142,13114,88342,45552,81635,48853,70112
84260,15538,38496,67975,95402,41287,1627,23423,83810,55351,67726,17539,78029,73636,39467,3158,41313,20317,64589,10197,90721,1664,99390,84274,73404,32340,3502,33899,76807,94341
60143,94016,84583,86936,86729,2915,59568,48758,74270,23399,20438,99701,86255,83949,80023,14068,66739,38608,18366,33722,30726,98498,95536,40607,13024,60406,38031,58353,6299,41764
18727,69776,8266,29501,61733,75619,69402,47191,1159,14738,13904,23675,17307,510,28418,20812,7871,95744,88216,32491,73853,70899,14333,19590,39601,16129,17183,19890,13924,81705
34719,65289,35659,64722,49454,31854,38415,13455,40298,39073,96872,36684,55034,4660,7432,93717,45062,42371,92794,23875,93462,83953,65696,78002,91992,18243,76757,7704,70924,63648
18302,33946,9757,3625,92400,27704,5425,80484,41527,60858,96384,57582,44969,46533,85819,58562,9323,69762,99784,13963,22081,52151,43015,62281,50687,81266,60668,37318,5075,72147
32326,98860,884,19488,19524,45347,83384,94855,45455,96643,79913,42192,36553,93399,91122,70435,17059,43598,30165,22026,22119,61988,40288,92225,74418,38147,55984,15083,2255,64544
97648,92147,57050,2976,50254,56576,12397,15244,70715,1476,49234,97869,93119,87529,87682,23549,19261,47051,73837,52682,73483,11329,81701,73537,78649,37447,70466,71723,54869,779
73580,59800,35903,78330,86256,90675,3536,22824,84534,87714,65561,53851,16509,26221,53909,10482,26646,85101,279,60186,94757,8256,66192,2611,30532,87228,98496,65885,31125,53460
70645,44566,23383,34431,40846,24120,3627,77822,89639,86550,87968,12626,66302,64083,17416,58520,86598,96512,64459,19231,4863,91249,16793,12001,8721,31681,43152,7577,42228,28320
34439,50541,90209,62862,49782,23158,97187,34444,68088,20551,695,1512,72989,42921,21562,22408,26856,13164,43946,41509,83448,81312,51221,23676,97173,70525,46021,65434,55292,59516
97913,11423,68643,12463,17299,61577,381,99249,65250,88800,19769,32188,92181,61448,87223,69853,86999,38011,82297,19985,52852,79919,50728,68077,8165,7083,13762,58850,98708,39711
76623,93372,82114,22919,49884,26041,89362,78221,11642,55222,39423,73902,38485,69576,81446,73065,48860,8642,32232,77490,44949,62455,48979,45226,64586,58568,95522,76892,32673,84539
56156,4379,88898,80043,5375,16762,84255,56187,39518,95142,60072,10656,91636,38201,71288,49603,54113,39048,2001,36302,53532,48034,17882,70503,87910,78650,33100,25842,61723,74404
76485,12184,25249,28103,14279,12900,44023,10649,20967,10138,6055,94796,37696,69374,74759,21821,13561,63277,43259,11833,63710,57332,42663,90376,11652,71342,84728,79700,9604,65680
52351,94076,7967,8264,6927,17913,48200,33553,56329,73058,24391,82748,13863,53160,18812,79009,97519,97589,94830,78454,46342,20571,54738,4146,22787,2218,55229,94693,10254,88074
47448,27014,36619,12009,26108,95738,11929,47189,25733,66442,71755,70515,61095,35089,68530,54856,99639,95612,34508,84722,18047,30657,1124,22903,72723,92878,42185,72029,87594,38086
28747,88121,63327,8477,15861,74662,84959,92797,14719,65634,20050,49270,12386,84689,83823,65621,63851,11873,62395,20376,4436,87027,89011,34751,63064,84434,9574,45033,79514,89730
18132,53040,34415,90765,49497,45096,78758,88648,86392,98782,19737,47121,26392,64239,93906,53978,19792,63571,44460,18593,3918,63328,1202,94472,48925,35418,97550,10850,88218,1779
66785,25427,8504,17338,41857,69128,58781,88302,11523,37128,20202,34118,77649,27343,86488,31038,26630,21314,11160,48698,22605,33822,40703,87006,28290,67007,21772,16330,78971,6582
64687,89791,67140,51409,36314,51428,66866,67815,1472,75870,11673,24873,16119,86362,2756,52549,95391,29824,31502,14113,89218,23625,86415,27919,79316,81601,26922,51437,50651,55385
11916,75450,98445,79009,86010,14167,57530,94593,20926,92239,90250,90920,19973,32471,5407,17728,75023,30314,37943,16785,40324,46124,83454,17288,12981,99622,91019,98740,44327,55738
99062,52883,78604,21456,80466,34979,12658,17606,17326,77741,97113,33723,23318,24115,5066,93802,28339,61432,44658,22234,9916,49002,80469,34788,34586,39876,53413,21758,34055,8438
6176,34121,43242,10841,95013,58186,59043,59742,6575,87617,32343,74687,91655,70890,89330,14162,99383,79641,30349,65196,36941,77387,22491,89552,56885,7622,43538,98856,95677,42344
14372,77890,71611,87161,66939,60,76629,87162,18750,57348,42413,80764,32156,27357,90190,7194,3390,15425,97480,9860,78922,70468,50093,38409,92314,90427,89418,72858,74717,32525
20034,76851,63918,91194,41284,85541,11288,16010,3852,95464,84862,61961,73192,89226,63730,30531,5766,14028,72328,55679,31293,11256,24364,31500,27833,29489,30747,8349,3903,44770
82241,53570,8574,86585,7472,16041,63275,74156,40761,58518,27304,87996,35934,91631,34261,18728,18902,97071,70865,36671,40495,85364,69367,40937,35256,21131,80107,89609,74168,78368
20970,42907,37243,98918,53135,54273,20934,60695,89934,62638,47909,43790,16826,45361,14004,3973,74859,41713,84861,57053,99331,54831,90718,51783,54381,19852,54875,9596,66326,90480
89193,52156,64375,92815,32419,8804,28413,74890,96695,49996,33084,78091,24941,58386,66808,3513,7401,53517,84482,30611,4823,39473,30173,20333,10298,58691,64168,91635,28574,19881
55334,45482,39306,58561,35686,48399,9471,16994,46596,2203,25448,20733,26402,76139,17638,98975,47110,93130,21946,57134,22546,23113,62451,54724,45211,99273,92796,92896,78014,58571
78173,6795,52582,50973,51014,2717,89274,96979,2075,83853,18001,23805,82488,84819,5956,58278,54873,47956,68089,61097,94751,53848,36553,18108,98565,1309,74096,99201,24717,88927
