trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19,trial_20,trial_21,trial_22,trial_23,trial_24,trial_25,trial_26,trial_27,trial_28,trial_29
4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000,4110000
4112500,4112500,4112500,4112500,4112500,4112500,4112500,4112500,4112500,4112500,4112500,4112500,4112500,4112500,4112500,4112500,4112500,4112500,4112500,4112500,4112500,4112500,4112500,4112500,4112500,4112500,4112500,4112500,4112500,4112500
4115000,4115000,4115000,4115000,4115000,4115000,4115000,4115000,4115000,4115000,4115000,4115000,4115000,4115000,4115000,4115000,4115000,4115000,4115000,4115000,4115000,4115000,4115000,4115000,4115000,4115000,4115000,4115000,4115000,4115000
4117500,4117500,4117500,4117500,4117500,4117500,4117500,4117500,4117500,4117500,4117500,4117500,4117500,4117500,4117500,4117500,4117500,4117500,4117500,4117500,4117500,4117500,4117500,4117500,4117500,4117500,4117500,4117500,4117500,4117500
4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000,4120000
4122500,4122500,4122500,4122500,4122500,4122500,4122500,4122500,4122500,4122500,4122500,4122500,4122500,4122500,4122500,4122500,4122500,4122500,4122500,4122500,4122500,4122500,4122500,4122500,4122500,4122500,4122500,4122500,4122500,4122500
4125000,4125000,4125000,4125000,4125000,4125000,4125000,4125000,4125000,4125000,4125000,4125000,4125000,4125000,4125000,4125000,4125000,4125000,4125000,4125000,4125000,4125000,4125000,4125000,4125000,4125000,4125000,4125000,4125000,4125000
4127500,4127500,4127500,4127500,4127500,4127500,4127500,4127500,4127500,4127500,4127500,4127500,4127500,4127500,4127500,4127500,4127500,4127500,4127500,4127500,4127500,4127500,4127500,4127500,4127500,4127500,4127500,4127500,4127500,4127500
4130000,4130000,4130000,4130000,4130000,4130000,4130000,4130000,4130000,4130000,4130000,4130000,4130000,4130000,4130000,4130000,4130000,4130000,4130000,4130000,4130000,4130000,4130000,4130000,4130000,4130000,4130000,4130000,4130000,4130000
4132500,4132500,4132500,4132500,4132500,4132500,4132500,4132500,4132500,4132500,4132500,4132500,4132500,4132500,4132500,4132500,4132500,4132500,4132500,4132500,4132500,4132500,4132500,4132500,4132500,4132500,4132500,4132500,4132500,4132500
4135000,4135000,4135000,4135000,4135000,4135000,4135000,4135000,4135000,4135000,4135000,4135000,4135000,4135000,4135000,4135000,4135000,4135000,4135000,4135000,4135000,4135000,4135000,4135000,4135000,4135000,4135000,4135000,4135000,4135000
4137500,4137500,4137500,4137500,4137500,4137500,4137500,4137500,4137500,4137500,4137500,4137500,4137500,4137500,4137500,4137500,4137500,4137500,4137500,4137500,4137500,4137500,4137500,4137500,4137500,4137500,4137500,4137500,4137500,4137500
4140000,4140000,4140000,4140000,4140000,4140000,4140000,4140000,4140000,4140000,4140000,4140000,4140000,4140000,4140000,4140000,4140000,4140000,4140000,4140000,4140000,4140000,4140000,4140000,4140000,4140000,4140000,4140000,4140000,4140000
4142500,4142500,4142500,4142500,4142500,4142500,4142500,4142500,4142500,4142500,4142500,4142500,4142500,4142500,4142500,4142500,4142500,4142500,4142500,4142500,4142500,4142500,4142500,4142500,4142500,4142500,4142500,4142500,4142500,4142500
4145000,4145000,4145000,4145000,4145000,4145000,4145000,4145000,4145000,4145000,4145000,4145000,4145000,4145000,4145000,4145000,4145000,4145000,4145000,4145000,4145000,4145000,4145000,4145000,4145000,4145000,4145000,4145000,4145000,4145000
4147500,4147500,4147500,4147500,4147500,4147500,4147500,4147500,4147500,4147500,4147500,4147500,4147500,4147500,4147500,4147500,4147500,4147500,4147500,4147500,4147500,4147500,4147500,4147500,4147500,4147500,4147500,4147500,4147500,4147500
4150000,4150000,4150000,4150000,4150000,4150000,4150000,4150000,4150000,4150000,4150000,4150000,4150000,4150000,4150000,4150000,4150000,4150000,4150000,4150000,4150000,4150000,4150000,4150000,4150000,4150000,4150000,4150000,4150000,4150000
4152500,4152500,4152500,4152500,4152500,4152500,4152500,4152500,4152500,4152500,4152500,4152500,4152500,4152500,4152500,4152500,4152500,4152500,4152500,4152500,4152500,4152500,4152500,4152500,4152500,4152500,4152500,4152500,4152500,4152500
4155000,4155000,4155000,4155000,4155000,4155000,4155000,4155000,4155000,4155000,4155000,4155000,4155000,4155000,4155000,4155000,4155000,4155000,4155000,4155000,4155000,4155000,4155000,4155000,4155000,4155000,4155000,4155000,4155000,4155000
4157500,4157500,4157500,4157500,4157500,4157500,4157500,4157500,4157500,4157500,4157500,4157500,4157500,4157500,4157500,4157500,4157500,4157500,4157500,4157500,4157500,4157500,4157500,4157500,4157500,4157500,4157500,4157500,4157500,4157500
4160000,4160000,4160000,4160000,4160000,4160000,4160000,4160000,4160000,4160000,4160000,4160000,4160000,4160000,4160000,4160000,4160000,4160000,4160000,4160000,4160000,4160000,4160000,4160000,4160000,4160000,4160000,4160000,4160000,4160000
4162500,4162500,4162500,4162500,4162500,4162500,4162500,4162500,4162500,4162500,4162500,4162500,4162500,4162500,4162500,4162500,4162500,4162500,4162500,4162500,4162500,4162500,4162500,4162500,4162500,4162500,4162500,4162500,4162500,4162500
4165000,4165000,4165000,4165000,4165000,4165000,4165000,4165000,4165000,4165000,4165000,4165000,4165000,4165000,4165000,4165000,4165000,4165000,4165000,4165000,4165000,4165000,4165000,4165000,4165000,4165000,4165000,4165000,4165000,4165000
4167500,4167500,4167500,4167500,4167500,4167500,4167500,4167500,4167500,4167500,4167500,4167500,4167500,4167500,4167500,4167500,4167500,4167500,4167500,4167500,4167500,4167500,4167500,4167500,4167500,4167500,4167500,4167500,4167500,4167500
4170000,4170000,4170000,4170000,4170000,4170000,4170000,4170000,4170000,4170000,4170000,4170000,4170000,4170000,4170000,4170000,4170000,4170000,4170000,4170000,4170000,4170000,4170000,4170000,4170000,4170000,4170000,4170000,4170000,4170000
4172500,4172500,4172500,4172500,4172500,4172500,4172500,4172500,4172500,4172500,4172500,4172500,4172500,4172500,4172500,4172500,4172500,4172500,4172500,4172500,4172500,4172500,4172500,4172500,4172500,4172500,4172500,4172500,4172500,4172500
4175000,4175000,4175000,4175000,4175000,4175000,4175000,4175000,4175000,4175000,4175000,4175000,4175000,4175000,4175000,4175000,4175000,4175000,4175000,4175000,4175000,4175000,4175000,4175000,4175000,4175000,4175000,4175000,4175000,4175000
4177500,4177500,4177500,4177500,4177500,4177500,4177500,4177500,4177500,4177500,4177500,4177500,4177500,4177500,4177500,4177500,4177500,4177500,4177500,4177500,4177500,4177500,4177500,4177500,4177500,4177500,4177500,4177500,4177500,4177500
4180000,4180000,4180000,4180000,4180000,4180000,4180000,4180000,4180000,4180000,4180000,4180000,4180000,4180000,4180000,4180000,4180000,4180000,4180000,4180000,4180000,4180000,4180000,4180000,4180000,4180000,4180000,4180000,4180000,4180000
4182500,4182500,4182500,4182500,4182500,4182500,4182500,4182500,4182500,4182500,4182500,4182500,4182500,4182500,4182500,4182500,4182500,4182500,4182500,4182500,4182500,4182500,4182500,4182500,4182500,4182500,4182500,4182500,4182500,4182500
4185000,4185000,4185000,4185000,4185000,4185000,4185000,4185000,4185000,4185000,4185000,4185000,4185000,4185000,4185000,4185000,4185000,4185000,4185000,4185000,4185000,4185000,4185000,4185000,4185000,4185000,4185000,4185000,4185000,4185000
4187500,4187500,4187500,4187500,4187500,4187500,4187500,4187500,4187500,4187500,4187500,4187500,4187500,4187500,4187500,4187500,4187500,4187500,4187500,4187500,4187500,4187500,4187500,4187500,4187500,4187500,4187500,4187500,4187500,4187500
4190000,4190000,4190000,4190000,4190000,4190000,4190000,4190000,4190000,4190000,4190000,4190000,4190000,4190000,4190000,4190000,4190000,4190000,4190000,4190000,4190000,4190000,4190000,4190000,4190000,4190000,4190000,4190000,4190000,4190000
4192500,4192500,4192500,4192500,4192500,4192500,4192500,4192500,4192500,4192500,4192500,4192500,4192500,4192500,4192500,4192500,4192500,4192500,4192500,4192500,4192500,4192500,4192500,4192500,4192500,4192500,4192500,4192500,4192500,4192500
4195000,4195000,4195000,4195000,4195000,4195000,4195000,4195000,4195000,4195000,4195000,4195000,4195000,4195000,4195000,4195000,4195000,4195000,4195000,4195000,4195000,4195000,4195000,4195000,4195000,4195000,4195000,4195000,4195000,4195000
4197500,4197500,4197500,4197500,4197500,4197500,4197500,4197500,4197500,4197500,4197500,4197500,4197500,4197500,4197500,4197500,4197500,4197500,4197500,4197500,4197500,4197500,4197500,4197500,4197500,4197500,4197500,4197500,4197500,4197500
4200000,4200000,4200000,4200000,4200000,4200000,4200000,4200000,4200000,4200000,4200000,4200000,4200000,4200000,4200000,4200000,4200000,4200000,4200000,4200000,4200000,4200000,4200000,4200000,4200000,4200000,4200000,4200000,4200000,4200000
4202500,4202500,4202500,4202500,4202500,4202500,4202500,4202500,4202500,4202500,4202500,4202500,4202500,4202500,4202500,4202500,4202500,4202500,4202500,4202500,4202500,4202500,4202500,4202500,4202500,4202500,4202500,4202500,4202500,4202500
4205000,4205000,4205000,4205000,4205000,4205000,4205000,4205000,4205000,4205000,4205000,4205000,4205000,4205000,4205000,4205000,4205000,4205000,4205000,4205000,4205000,4205000,4205000,4205000,4205000,4205000,4205000,4205000,4205000,4205000
4207500,4207500,4207500,4207500,4207500,4207500,4207500,4207500,4207500,4207500,4207500,4207500,4207500,4207500,4207500,4207500,4207500,4207500,4207500,4207500,4207500,4207500,4207500,4207500,4207500,4207500,4207500,4207500,4207500,4207500
4210000,4210000,4210000,4210000,4210000,4210000,4210000,4210000,4210000,4210000,4210000,4210000,4210000,4210000,4210000,4210000,4210000,4210000,4210000,4210000,4210000,4210000,4210000,4210000,4210000,4210000,4210000,4210000,4210000,4210000
4212500,4212500,4212500,4212500,4212500,4212500,4212500,4212500,4212500,4212500,4212500,4212500,4212500,4212500,4212500,4212500,4212500,4212500,4212500,4212500,4212500,4212500,4212500,4212500,4212500,4212500,4212500,4212500,4212500,4212500
4215000,4215000,4215000,4215000,4215000,4215000,4215000,4215000,4215000,4215000,4215000,4215000,4215000,4215000,4215000,4215000,4215000,4215000,4215000,4215000,4215000,4215000,4215000,4215000,4215000,4215000,4215000,4215000,4215000,4215000
4217500,4217500,4217500,4217500,4217500,4217500,4217500,4217500,4217500,4217500,4217500,4217500,4217500,4217500,4217500,4217500,4217500,4217500,4217500,4217500,4217500,4217500,4217500,4217500,4217500,4217500,4217500,4217500,4217500,4217500
4220000,4220000,4220000,4220000,4220000,4220000,4220000,4220000,4220000,4220000,4220000,4220000,4220000,4220000,4220000,4220000,4220000,4220000,4220000,4220000,4220000,4220000,4220000,4220000,4220000,4220000,4220000,4220000,4220000,4220000
4222500,4222500,4222500,4222500,4222500,4222500,4222500,4222500,4222500,4222500,4222500,4222500,4222500,4222500,4222500,4222500,4222500,4222500,4222500,4222500,4222500,4222500,4222500,4222500,4222500,4222500,4222500,4222500,4222500,4222500
4225000,4225000,4225000,4225000,4225000,4225000,4225000,4225000,4225000,4225000,4225000,4225000,4225000,4225000,4225000,4225000,4225000,4225000,4225000,4225000,4225000,4225000,4225000,4225000,4225000,4225000,4225000,4225000,4225000,4225000
4227500,4227500,4227500,4227500,4227500,4227500,4227500,4227500,4227500,4227500,4227500,4227500,4227500,4227500,4227500,4227500,4227500,4227500,4227500,4227500,4227500,4227500,4227500,4227500,4227500,4227500,4227500,4227500,4227500,4227500
4230000,4230000,4230000,4230000,4230000,4230000,4230000,4230000,4230000,4230000,4230000,4230000,4230000,4230000,4230000,4230000,4230000,4230000,4230000,4230000,4230000,4230000,4230000,4230000,4230000,4230000,4230000,4230000,4230000,4230000
4232500,4232500,4232500,4232500,4232500,4232500,4232500,4232500,4232500,4232500,4232500,4232500,4232500,4232500,4232500,4232500,4232500,4232500,4232500,4232500,4232500,4232500,4232500,4232500,4232500,4232500,4232500,4232500,4232500,4232500
4235000,4235000,4235000,4235000,4235000,4235000,4235000,4235000,4235000,4235000,4235000,4235000,4235000,4235000,4235000,4235000,4235000,4235000,4235000,4235000,4235000,4235000,4235000,4235000,4235000,4235000,4235000,4235000,4235000,4235000
4237500,4237500,4237500,4237500,4237500,4237500,4237500,4237500,4237500,4237500,4237500,4237500,4237500,4237500,4237500,4237500,4237500,4237500,4237500,4237500,4237500,4237500,4237500,4237500,4237500,4237500,4237500,4237500,4237500,4237500
4240000,4240000,4240000,4240000,4240000,4240000,4240000,4240000,4240000,4240000,4240000,4240000,4240000,4240000,4240000,4240000,4240000,4240000,4240000,4240000,4240000,4240000,4240000,4240000,4240000,4240000,4240000,4240000,4240000,4240000
4242500,4242500,4242500,4242500,4242500,4242500,4242500,4242500,4242500,4242500,4242500,4242500,4242500,4242500,4242500,4242500,4242500,4242500,4242500,4242500,4242500,4242500,4242500,4242500,4242500,4242500,4242500,4242500,4242500,4242500
4245000,4245000,4245000,4245000,4245000,4245000,4245000,4245000,4245000,4245000,4245000,4245000,4245000,4245000,4245000,4245000,4245000,4245000,4245000,4245000,4245000,4245000,4245000,4245000,4245000,4245000,4245000,4245000,4245000,4245000
4247500,4247500,4247500,4247500,4247500,4247500,4247500,4247500,4247500,4247500,4247500,4247500,4247500,4247500,4247500,4247500,4247500,4247500,4247500,4247500,4247500,4247500,4247500,4247500,4247500,4247500,4247500,4247500,4247500,4247500
4250000,4250000,4250000,4250000,4250000,4250000,4250000,4250000,4250000,4250000,4250000,4250000,4250000,4250000,4250000,4250000,4250000,4250000,4250000,4250000,4250000,4250000,4250000,4250000,4250000,4250000,4250000,4250000,4250000,4250000
4252500,4252500,4252500,4252500,4252500,4252500,4252500,4252500,4252500,4252500,4252500,4252500,4252500,4252500,4252500,4252500,4252500,4252500,4252500,4252500,4252500,4252500,4252500,4252500,4252500,4252500,4252500,4252500,4252500,4252500
4255000,4255000,4255000,4255000,4255000,4255000,4255000,4255000,4255000,4255000,4255000,4255000,4255000,4255000,4255000,4255000,4255000,4255000,4255000,4255000,4255000,4255000,4255000,4255000,4255000,4255000,4255000,4255000,4255000,4255000
4257500,4257500,4257500,4257500,4257500,4257500,4257500,4257500,4257500,4257500,4257500,4257500,4257500,4257500,4257500,4257500,4257500,4257500,4257500,4257500,4257500,4257500,4257500,4257500,4257500,4257500,4257500,4257500,4257500,4257500
4260000,4260000,4260000,4260000,4260000,4260000,4260000,4260000,4260000,4260000,4260000,4260000,4260000,4260000,4260000,4260000,4260000,4260000,4260000,4260000,4260000,4260000,4260000,4260000,4260000,4260000,4260000,4260000,4260000,4260000
4262500,4262500,4262500,4262500,4262500,4262500,4262500,4262500,4262500,4262500,4262500,4262500,4262500,4262500,4262500,4262500,4262500,4262500,4262500,4262500,4262500,4262500,4262500,4262500,4262500,4262500,4262500,4262500,4262500,4262500
4265000,4265000,4265000,4265000,4265000,4265000,4265000,4265000,4265000,4265000,4265000,4265000,4265000,4265000,4265000,4265000,4265000,4265000,4265000,4265000,4265000,4265000,4265000,4265000,4265000,4265000,4265000,4265000,4265000,4265000
4267500,4267500,4267500,4267500,4267500,4267500,4267500,4267500,4267500,4267500,4267500,4267500,4267500,4267500,4267500,4267500,4267500,4267500,4267500,4267500,4267500,4267500,4267500,4267500,4267500,4267500,4267500,4267500,4267500,4267500
4270000,4270000,4270000,4270000,4270000,4270000,4270000,4270000,4270000,4270000,4270000,4270000,4270000,4270000,4270000,4270000,4270000,4270000,4270000,4270000,4270000,4270000,4270000,4270000,4270000,4270000,4270000,4270000,4270000,4270000
4272500,4272500,4272500,4272500,4272500,4272500,4272500,4272500,4272500,4272500,4272500,4272500,4272500,4272500,4272500,4272500,4272500,4272500,4272500,4272500,4272500,4272500,4272500,4272500,4272500,4272500,4272500,4272500,4272500,4272500
4275000,4275000,4275000,4275000,4275000,4275000,4275000,4275000,4275000,4275000,4275000,4275000,4275000,4275000,4275000,4275000,4275000,4275000,4275000,4275000,4275000,4275000,4275000,4275000,4275000,4275000,4275000,4275000,4275000,4275000
4277500,4277500,4277500,4277500,4277500,4277500,4277500,4277500,4277500,4277500,4277500,4277500,4277500,4277500,4277500,4277500,4277500,4277500,4277500,4277500,4277500,4277500,4277500,4277500,4277500,4277500,4277500,4277500,4277500,4277500
4280000,4280000,4280000,4280000,4280000,4280000,4280000,4280000,4280000,4280000,4280000,4280000,4280000,4280000,4280000,4280000,4280000,4280000,4280000,4280000,4280000,4280000,4280000,4280000,4280000,4280000,4280000,4280000,4280000,4280000
4282500,4282500,4282500,4282500,4282500,4282500,4282500,4282500,4282500,4282500,4282500,4282500,4282500,4282500,4282500,4282500,4282500,4282500,4282500,4282500,4282500,4282500,4282500,4282500,4282500,4282500,4282500,4282500,4282500,4282500
4285000,4285000,4285000,4285000,4285000,4285000,4285000,4285000,4285000,4285000,4285000,4285000,4285000,4285000,4285000,4285000,4285000,4285000,4285000,4285000,4285000,4285000,4285000,4285000,4285000,4285000,4285000,4285000,4285000,4285000
4287500,4287500,4287500,4287500,4287500,4287500,4287500,4287500,4287500,4287500,4287500,4287500,4287500,4287500,4287500,4287500,4287500,4287500,4287500,4287500,4287500,4287500,4287500,4287500,4287500,4287500,4287500,4287500,4287500,4287500
4290000,4290000,4290000,4290000,4290000,4290000,4290000,4290000,4290000,4290000,4290000,4290000,4290000,4290000,4290000,4290000,4290000,4290000,4290000,4290000,4290000,4290000,4290000,4290000,4290000,4290000,4290000,4290000,4290000,4290000
4292500,4292500,4292500,4292500,4292500,4292500,4292500,4292500,4292500,4292500,4292500,4292500,4292500,4292500,4292500,4292500,4292500,4292500,4292500,4292500,4292500,4292500,4292500,4292500,4292500,4292500,4292500,4292500,4292500,4292500
4295000,4295000,4295000,4295000,4295000,4295000,4295000,4295000,4295000,4295000,4295000,4295000,4295000,4295000,4295000,4295000,4295000,4295000,4295000,4295000,4295000,4295000,4295000,4295000,4295000,4295000,4295000,4295000,4295000,4295000
4297500,4297500,4297500,4297500,4297500,4297500,4297500,4297500,4297500,4297500,4297500,4297500,4297500,4297500,4297500,4297500,4297500,4297500,4297500,4297500,4297500,4297500,4297500,4297500,4297500,4297500,4297500,4297500,4297500,4297500
4300000,4300000,4300000,4300000,4300000,4300000,4300000,4300000,4300000,4300000,4300000,4300000,4300000,4300000,4300000,4300000,4300000,4300000,4300000,4300000,4300000,4300000,4300000,4300000,4300000,4300000,4300000,4300000,4300000,4300000
4302500,4302500,4302500,4302500,4302500,4302500,4302500,4302500,4302500,4302500,4302500,4302500,4302500,4302500,4302500,4302500,4302500,4302500,4302500,4302500,4302500,4302500,4302500,4302500,4302500,4302500,4302500,4302500,4302500,4302500
4305000,4305000,4305000,4305000,4305000,4305000,4305000,4305000,4305000,4305000,4305000,4305000,4305000,4305000,4305000,4305000,4305000,4305000,4305000,4305000,4305000,4305000,4305000,4305000,4305000,4305000,4305000,4305000,4305000,4305000
4307500,4307500,4307500,4307500,4307500,4307500,4307500,4307500,4307500,4307500,4307500,4307500,4307500,4307500,4307500,4307500,4307500,4307500,4307500,4307500,4307500,4307500,4307500,4307500,4307500,4307500,4307500,4307500,4307500,4307500
4310000,4310000,4310000,4310000,4310000,4310000,4310000,4310000,4310000,4310000,4310000,4310000,4310000,4310000,4310000,4310000,4310000,4310000,4310000,4310000,4310000,4310000,4310000,4310000,4310000,4310000,4310000,4310000,4310000,4310000
4312500,4312500,4312500,4312500,4312500,4312500,4312500,4312500,4312500,4312500,4312500,4312500,4312500,4312500,4312500,4312500,4312500,4312500,4312500,4312500,4312500,4312500,4312500,4312500,4312500,4312500,4312500,4312500,4312500,4312500
4315000,4315000,4315000,4315000,4315000,4315000,4315000,4315000,4315000,4315000,4315000,4315000,4315000,4315000,4315000,4315000,4315000,4315000,4315000,4315000,4315000,4315000,4315000,4315000,4315000,4315000,4315000,4315000,4315000,4315000
4317500,4317500,4317500,4317500,4317500,4317500,4317500,4317500,4317500,4317500,4317500,4317500,4317500,4317500,4317500,4317500,4317500,4317500,4317500,4317500,4317500,4317500,4317500,4317500,4317500,4317500,4317500,4317500,4317500,4317500
4320000,4320000,4320000,4320000,4320000,4320000,4320000,4320000,4320000,4320000,4320000,4320000,4320000,4320000,4320000,4320000,4320000,4320000,4320000,4320000,4320000,4320000,4320000,4320000,4320000,4320000,4320000,4320000,4320000,4320000
4322500,4322500,4322500,4322500,4322500,4322500,4322500,4322500,4322500,4322500,4322500,4322500,4322500,4322500,4322500,4322500,4322500,4322500,4322500,4322500,4322500,4322500,4322500,4322500,4322500,4322500,4322500,4322500,4322500,4322500
4325000,4325000,4325000,4325000,4325000,4325000,4325000,4325000,4325000,4325000,4325000,4325000,4325000,4325000,4325000,4325000,4325000,4325000,4325000,4325000,4325000,4325000,4325000,4325000,4325000,4325000,4325000,4325000,4325000,4325000
4327500,4327500,4327500,4327500,4327500,4327500,4327500,4327500,4327500,4327500,4327500,4327500,4327500,4327500,4327500,4327500,4327500,4327500,4327500,4327500,4327500,4327500,4327500,4327500,4327500,4327500,4327500,4327500,4327500,4327500
4330000,4330000,4330000,4330000,4330000,4330000,4330000,4330000,4330000,4330000,4330000,4330000,4330000,4330000,4330000,4330000,4330000,4330000,4330000,4330000,4330000,4330000,4330000,4330000,4330000,4330000,4330000,4330000,4330000,4330000
4332500,4332500,4332500,4332500,4332500,4332500,4332500,4332500,4332500,4332500,4332500,4332500,4332500,4332500,4332500,4332500,4332500,4332500,4332500,4332500,4332500,4332500,4332500,4332500,4332500,4332500,4332500,4332500,4332500,4332500
4335000,4335000,4335000,4335000,4335000,4335000,4335000,4335000,4335000,4335000,4335000,4335000,4335000,4335000,4335000,4335000,4335000,4335000,4335000,4335000,4335000,4335000,4335000,4335000,4335000,4335000,4335000,4335000,4335000,4335000
4337500,4337500,4337500,4337500,4337500,4337500,4337500,4337500,4337500,4337500,4337500,4337500,4337500,4337500,4337500,4337500,4337500,4337500,4337500,4337500,4337500,4337500,4337500,4337500,4337500,4337500,4337500,4337500,4337500,4337500
4340000,4340000,4340000,4340000,4340000,4340000,4340000,4340000,4340000,4340000,4340000,4340000,4340000,4340000,4340000,4340000,4340000,4340000,4340000,4340000,4340000,4340000,4340000,4340000,4340000,4340000,4340000,4340000,4340000,4340000
4342500,4342500,4342500,4342500,4342500,4342500,4342500,4342500,4342500,4342500,4342500,4342500,4342500,4342500,4342500,4342500,4342500,4342500,4342500,4342500,4342500,4342500,4342500,4342500,4342500,4342500,4342500,4342500,4342500,4342500
4345000,4345000,4345000,4345000,4345000,4345000,4345000,4345000,4345000,4345000,4345000,4345000,4345000,4345000,4345000,4345000,4345000,4345000,4345000,4345000,4345000,4345000,4345000,4345000,4345000,4345000,4345000,4345000,4345000,4345000
4347500,4347500,4347500,4347500,4347500,4347500,4347500,4347500,4347500,4347500,4347500,4347500,4347500,4347500,4347500,4347500,4347500,4347500,4347500,4347500,4347500,4347500,4347500,4347500,4347500,4347500,4347500,4347500,4347500,4347500
4350000,4350000,4350000,4350000,4350000,4350000,4350000,4350000,4350000,4350000,4350000,4350000,4350000,4350000,4350000,4350000,4350000,4350000,4350000,4350000,4350000,4350000,4350000,4350000,4350000,4350000,4350000,4350000,4350000,4350000
4352500,4352500,4352500,4352500,4352500,4352500,4352500,4352500,4352500,4352500,4352500,4352500,4352500,4352500,4352500,4352500,4352500,4352500,4352500,4352500,4352500,4352500,4352500,4352500,4352500,4352500,4352500,4352500,4352500,4352500
4355000,4355000,4355000,4355000,4355000,4355000,4355000,4355000,4355000,4355000,4355000,4355000,4355000,4355000,4355000,4355000,4355000,4355000,4355000,4355000,4355000,4355000,4355000,4355000,4355000,4355000,4355000,4355000,4355000,4355000
4357500,4357500,4357500,4357500,4357500,4357500,4357500,4357500,4357500,4357500,4357500,4357500,4357500,4357500,4357500,4357500,4357500,4357500,4357500,4357500,4357500,4357500,4357500,4357500,4357500,4357500,4357500,4357500,4357500,4357500
4360000,4360000,4360000,4360000,4360000,4360000,4360000,4360000,4360000,4360000,4360000,4360000,4360000,4360000,4360000,4360000,4360000,4360000,4360000,4360000,4360000,4360000,4360000,4360000,4360000,4360000,4360000,4360000,4360000,4360000
4362500,4362500,4362500,4362500,4362500,4362500,4362500,4362500,4362500,4362500,4362500,4362500,4362500,4362500,4362500,4362500,4362500,4362500,4362500,4362500,4362500,4362500,4362500,4362500,4362500,4362500,4362500,4362500,4362500,4362500
4365000,4365000,4365000,4365000,4365000,4365000,4365000,4365000,4365000,4365000,4365000,4365000,4365000,4365000,4365000,4365000,4365000,4365000,4365000,4365000,4365000,4365000,4365000,4365000,4365000,4365000,4365000,4365000,4365000,4365000
4367500,4367500,4367500,4367500,4367500,4367500,4367500,4367500,4367500,4367500,4367500,4367500,4367500,4367500,4367500,4367500,4367500,4367500,4367500,4367500,4367500,4367500,4367500,4367500,4367500,4367500,4367500,4367500,4367500,4367500
4370000,4370000,4370000,4370000,4370000,4370000,4370000,4370000,4370000,4370000,4370000,4370000,4370000,4370000,4370000,4370000,4370000,4370000,4370000,4370000,4370000,4370000,4370000,4370000,4370000,4370000,4370000,4370000,4370000,4370000
4372500,4372500,4372500,4372500,4372500,4372500,4372500,4372500,4372500,4372500,4372500,4372500,4372500,4372500,4372500,4372500,4372500,4372500,4372500,4372500,4372500,4372500,4372500,4372500,4372500,4372500,4372500,4372500,4372500,4372500
4375000,4375000,4375000,4375000,4375000,4375000,4375000,4375000,4375000,4375000,4375000,4375000,4375000,4375000,4375000,4375000,4375000,4375000,4375000,4375000,4375000,4375000,4375000,4375000,4375000,4375000,4375000,4375000,4375000,4375000
4377500,4377500,4377500,4377500,4377500,4377500,4377500,4377500,4377500,4377500,4377500,4377500,4377500,4377500,4377500,4377500,4377500,4377500,4377500,4377500,4377500,4377500,4377500,4377500,4377500,4377500,4377500,4377500,4377500,4377500
4380000,4380000,4380000,4380000,4380000,4380000,4380000,4380000,4380000,4380000,4380000,4380000,4380000,4380000,4380000,4380000,4380000,4380000,4380000,4380000,4380000,4380000,4380000,4380000,4380000,4380000,4380000,4380000,4380000,4380000
4382500,4382500,4382500,4382500,4382500,4382500,4382500,4382500,4382500,4382500,4382500,4382500,4382500,4382500,4382500,4382500,4382500,4382500,4382500,4382500,4382500,4382500,4382500,4382500,4382500,4382500,4382500,4382500,4382500,4382500
4385000,4385000,4385000,4385000,4385000,4385000,4385000,4385000,4385000,4385000,4385000,4385000,4385000,4385000,4385000,4385000,4385000,4385000,4385000,4385000,4385000,4385000,4385000,4385000,4385000,4385000,4385000,4385000,4385000,4385000
4387500,4387500,4387500,4387500,4387500,4387500,4387500,4387500,4387500,4387500,4387500,4387500,4387500,4387500,4387500,4387500,4387500,4387500,4387500,4387500,4387500,4387500,4387500,4387500,4387500,4387500,4387500,4387500,4387500,4387500
4390000,4390000,4390000,4390000,4390000,4390000,4390000,4390000,4390000,4390000,4390000,4390000,4390000,4390000,4390000,4390000,4390000,4390000,4390000,4390000,4390000,4390000,4390000,4390000,4390000,4390000,4390000,4390000,4390000,4390000
4392500,4392500,4392500,4392500,4392500,4392500,4392500,4392500,4392500,4392500,4392500,4392500,4392500,4392500,4392500,4392500,4392500,4392500,4392500,4392500,4392500,4392500,4392500,4392500,4392500,4392500,4392500,4392500,4392500,4392500
4395000,4395000,4395000,4395000,4395000,4395000,4395000,4395000,4395000,4395000,4395000,4395000,4395000,4395000,4395000,4395000,4395000,4395000,4395000,4395000,4395000,4395000,4395000,4395000,4395000,4395000,4395000,4395000,4395000,4395000
